loan_amount,funded_amount,funded_amount_investors,installment,loan_status,total_payment,total_payment_investors,total_received_principal,total_received_interest,repay_fail
12000,12000,12000,365.01,5,13140.31594,13140.32,12000,1140.32,0
1600,1600,1600,53.62,5,1762.992207,1762.99,1600,162.99,0
14500,14500,13829.81,465.37,5,16753.19071,15934.84,14500,2253.19,0
17000,15350,15200.80422,473.34,5,16591.2356,16415.5,15350,1241.24,0
20000,13500,13439.0182,445.12,5,16024.29353,15941.99,13500,2524.29,0
33600,33600,33600,786.53,1,42460.4,42460.4,29064.62,13395.78,0
8000,8000,8000,261.88,5,8955.867038,8955.87,8000,955.87,0
10000,10000,10000,312.91,5,11083.12115,11083.12,10000,1083.12,0
24000,24000,22600,795.22,5,24237.06,22823.24,24000,237.06,0
15000,15000,14254.65598,460.01,5,16369.6218,15480.34,15000,1369.62,0
10950,10950,10750,342.53,5,12331.89938,12106.66,10950,1381.9,0
4000,4000,3800,128.38,5,4621.558374,4390.48,4000,621.56,0
2000,2000,2000,65.47,5,2356.833613,2356.83,2000,356.83,0
16000,16000,4150,345.81,5,17762.48646,4607.42,16000,1762.49,0
30000,20575,20525,478.64,5,27732.66997,27665.28,20575,7157.67,0
13200,13200,12900,433.01,5,15479.78186,15127.96,13200,2279.78,0
28000,28000,27975,883.77,5,31416.00285,31387.95,28000,3416,0
6800,6800,6550,214.63,5,7655.187124,7373.75,6800,855.19,0
11500,11500,11425,390.13,5,12554.07745,12472.2,11500,1054.08,0
6000,6000,6000,180.96,5,6503.181412,6503.18,6000,503.18,0
18000,18000,17650,666.11,5,22964.44099,22517.91,18000,4964.44,0
15000,15000,15000,535.84,5,18158.60438,18158.6,15000,3158.6,0
20000,20000,19664.19626,658.23,5,23073.31068,22674.65,20000,3073.31,0
35000,35000,34987.98452,967.86,1,52253.52,52218.97,29544.62,22708.9,0
9000,9000,9000,276.34,5,9916.417112,9916.42,9000,916.42,0
9100,9100,9100,297.7,5,10716.9404,10716.94,9099.98,1616.96,0
12000,12000,12000,297.53,5,17732.39999,17732.4,12000,5732.4,0
2400,2400,2400,49.23,5,2793.799137,2793.8,2400,393.8,0
5600,5600,5600,135.15,5,8103.429995,8103.43,5600,2503.43,0
28000,28000,28000,876.13,5,31032.58789,31032.59,28000,3032.59,0
4000,4000,4000,91.49,5,5488.89,5488.89,4000,1488.89,0
3000,3000,3000,100.63,5,3593.692581,3593.69,3000,593.69,0
2400,2400,2150,76.21,5,2743.465836,2457.69,2400,343.47,0
6000,6000,5825,188.02,5,6768.59597,6571.18,6000,768.6,0
1500,1500,1500,50.99,4,1835.534253,1835.53,1500,335.53,0
7500,7500,7425,251.75,5,9066.115231,8975.45,7500,1566.12,0
4000,4000,4000,136.55,5,4910.428383,4910.43,4000,910.43,0
4000,4000,4000,129.77,5,4490.728478,4490.73,4000,490.73,0
15000,15000,14950,497.22,5,17895.89983,17836.25,15000,2895.9,0
8400,8400,8375,290.54,5,10004.68769,9974.91,8400,1604.69,0
3000,3000,3000,97.16,5,3402.597144,3402.6,3000,402.6,0
35000,35000,33692.8218,916.03,1,51274.16,48238.2,31468.5,19805.66,0
9600,9600,9600,205.73,5,10380.83914,10380.84,9600,780.84,0
12000,12000,12000,389.24,5,14013.13913,14013.14,12000,2013.14,0
5500,5500,5500,129.84,5,7666.909992,7666.91,5500,2166.91,0
5500,5500,5200,186.59,4,6713.607218,6347.41,5500,1213.61,0
21000,21000,21000,657.1,5,23378.45706,23378.46,21000,2378.46,0
7000,7000,7000,219.04,5,7793.220829,7793.22,7000,793.22,0
5000,5000,1100,168.28,5,5053.88,1111.88,5000,53.88,0
34000,34000,31572.74267,847.55,5,48304.30994,43275.22,34000,14304.31,0
24250,24250,23975,551.64,5,26730.07448,26426.95,24250,2480.07,0
1000,1000,1000,30.77,5,1016.522143,1016.52,1000,16.52,0
8000,8000,8000,248.89,5,8050.49,8050.49,8000,50.49,0
12000,12000,11975,301.99,5,13838.01934,13809.19,12000,1838.02,0
2800,2800,2775,90.85,5,3270.910998,3241.71,2800,470.91,0
15000,15000,14500,473.45,5,15310.74556,14800.39,15000,310.75,0
5000,5000,5000,173.99,5,6263.570821,6263.57,5000,1263.57,0
8000,8000,8000,262.33,5,9443.738468,9443.74,8000,1443.74,0
4000,4000,3784.008237,132.54,5,4771.249776,4511.24,4000,771.25,0
5000,5000,4800,165.82,5,5969.509995,5730.73,5000,969.51,0
4000,4000,4000,82.81,5,4781.84536,4781.85,4000,781.85,0
7500,7500,6392.858571,244.94,5,8103.139387,6904.9,7500,603.14,0
5000,5000,4975,170.52,5,5721.741815,5693.13,5000,721.74,0
4800,4800,4800,113.17,5,6789.439994,6789.44,4800,1989.44,0
15000,15000,15000,358.51,5,21510.12003,21510.12,15000,6510.12,0
7400,7400,7400,251.09,5,9039.034417,9039.03,7400,1639.03,0
15000,15000,14800,492.06,5,17055.50505,16828.1,15000,2055.51,0
5200,5200,5200,162.66,5,5855.927676,5855.93,5200,655.93,0
7500,7500,7472.475043,166.31,5,9767.24503,9730.29,7500,2267.25,0
1800,1800,1800,56,5,2012.517528,2012.52,1800,212.52,0
3500,3500,3500,118.04,5,4247.73632,4247.74,3500,747.74,0
7500,7500,7475,249.75,5,8293.133132,8265.49,7500,793.13,0
8525,8525,8475,261.44,5,8890.381565,8838.24,8525,365.38,0
25000,25000,102.57,815.87,4,29371.14189,120.13,25000,4371.14,0
7000,7000,7000,216.59,5,7797.836317,7797.84,7000,797.84,0
9600,7200,2584.74,235.83,5,8489.472347,2925.32,7199.97,1289.5,0
7350,7350,7350,222.91,5,7687.485538,7687.49,7350,337.49,0
5000,5000,5000,157.82,5,5568.575442,5568.58,5000,568.58,0
2000,2000,2000,67.37,5,2063.613148,2063.61,2000,63.61,0
4500,4500,4500,140,5,5040.036419,5040.04,4500,540.04,0
10000,10000,10000,334.16,5,12029.45,12029.45,10000,2029.45,0
10000,10000,9674.924415,328.64,5,11800.48447,11414.49,10000,1800.48,0
20000,20000,20000,465.27,5,25948.58007,25948.58,20000,5948.58,0
1925,1925,1925,62.04,5,2000.673993,2000.67,1925,75.67,0
1500,1500,1500,32.99,5,1583.465224,1583.47,1500,83.47,0
8000,8000,7950,274.48,5,9767.93181,9706.88,8000,1767.93,0
19600,19600,19575,631.61,5,22661.16257,22632.26,19600,3061.16,0
13000,13000,12375,425.56,5,15321.7131,14585.09,13000,2321.71,0
5000,5000,5000,150.8,5,5428.767193,5428.77,5000,428.77,0
15000,15000,15000,483.94,5,16699.39908,16699.4,15000,1699.4,0
5000,5000,4750,162.87,5,5881.01915,5586.97,5000,866.02,0
10000,10000,9950,335.41,5,12074.33636,12013.96,10000,2074.34,0
2400,2400,2400,58.88,5,3532.306827,3532.31,2400,1132.31,0
4200,4200,4200,137.73,5,4546.635325,4546.64,4200,346.64,0
14500,14500,14475,413.7,5,19662.49073,19628.59,14500,5162.49,0
13000,13000,13000,275.64,5,16347.65998,16347.66,13000,3347.66,0
1500,1500,1500,51.53,5,1816.11288,1816.11,1500,316.11,0
5000,5000,4500,172.94,5,5986.04425,5387.44,5000,986.04,0
12000,12000,12000,405.66,5,14604.90252,14604.9,12000,2604.9,0
1500,1500,1500,48.86,5,1665.194735,1665.19,1500,165.19,0
11000,11000,9400,358.16,5,11256.82,9619.63,11000,256.82,0
35000,35000,34875,1230.33,5,42692.22053,42539.75,35000,7692.22,0
5600,5600,5600,174.17,5,5855.016454,5855.02,5600,255.02,0
15000,15000,15000,466.53,5,16794.85805,16794.86,15000,1794.86,0
5500,5500,5500,167.4,5,6026.22007,6026.22,5500,526.22,0
10800,10800,10750,243.97,5,14638.00998,14570.24,10800,3838.01,0
4000,4000,4000,146.69,5,5201.762173,5201.76,4000,1201.76,0
10000,10000,9950,317.72,5,11129.78563,11074.14,10000,1129.79,0
5000,5000,5000,167.73,5,6041.35,6041.35,5000,1041.35,0
17000,17000,16759.33558,553.52,5,19713.03899,19417.22,17000,2713.04,0
24000,24000,24000,781.76,5,28143.25001,28143.25,24000,4143.25,0
6625,6625,6625,235.45,5,8235.593698,8235.59,6625,1610.59,0
8400,8400,8400,261.34,5,9398.165279,9398.17,8400,998.17,0
5000,5000,4950,181.85,5,6018.257115,5958.07,5000,1018.26,0
7000,7000,6975,247.31,5,7850.681452,7822.64,7000,850.68,0
10000,10000,10000,322.25,5,11256.57948,11256.58,10000,1256.58,0
9000,9000,8825,298.21,5,9987.408795,9793.21,9000,987.41,0
1500,1500,1500,51.72,5,1619.246066,1619.25,1500,119.25,0
3000,3000,3000,93.31,5,3219.539085,3219.54,3000,219.54,0
5750,5750,5673.558893,115.66,5,6939.300299,6827.68,5750,1189.3,0
20000,20000,20000,522.01,5,22805.01665,22805.02,20000,2805.02,0
10000,10000,10000,336.9,5,12128.02305,12128.02,10000,2128.02,0
16500,16500,16500,497.64,5,17914.94,17914.94,16500,1414.94,0
7500,7500,756.2795826,258.16,4,9293.640508,774.69,7500,1793.64,0
3700,3700,3700,113.23,5,3903.142676,3903.14,3700,203.14,0
4800,4800,4800,150.15,5,5342.11096,5342.11,4800,542.11,0
30000,30000,30000,1006.35,5,36228.37997,36228.38,30000,6228.38,0
10000,10000,10000,336.85,5,11421.11285,11421.11,10000,1421.11,0
22000,22000,21977.14272,513.85,5,30318.01993,30273.12,22000,8318.02,0
24000,24000,24000,791.32,5,27328.46507,27328.47,24000,3328.47,0
10000,10000,9800,319.47,5,10078.5,9876.93,10000,78.5,0
7500,5900,1130.285841,194.82,5,7013.13794,1168.84,5900,1113.14,0
10000,10000,10000,330.76,5,11667.53758,11667.54,10000,1667.54,0
15000,15000,14978.433,506.21,5,16472.11876,16448.15,15000,1472.12,0
6400,6400,6400,151.96,5,9069.88,9069.88,6400,2669.88,0
5000,5000,4750,164.86,5,5934.799868,5638.06,5000,934.8,0
12000,12000,9378.079685,403.42,5,14522.9825,11117.05,11999.99,2522.99,0
14000,14000,3150,464.3,5,14910.10248,3354.77,14000,910.1,0
2500,2500,2482.487641,85.96,4,3094.39313,3071.44,2499.99,594.4,0
15000,15000,15000,521.97,5,18790.72002,18790.72,15000,3790.72,0
20000,20000,17197.57935,681.51,5,23760.08073,19926.69,20000,3760.08,0
2500,2500,2500,78.91,5,2811.311966,2811.31,2500,311.31,0
15000,15000,14500,514.27,4,15686.96017,15164.06,15000,686.96,0
5000,5000,4950,156.41,5,5404.820839,5350.77,5000,404.82,0
8000,8000,7750,267.33,5,9285.289225,8995.12,8000,1270.29,0
10000,10000,10000,331.34,5,11929.30084,11929.3,10000,1929.3,0
7000,7000,7000,242.52,5,8730.482032,8730.48,7000,1730.48,0
5100,5100,5100,116.2,5,5948.668095,5948.67,5100,848.67,0
8000,8000,7975,265.18,5,9407.851052,9378.45,8000,1407.85,0
5000,5000,5000,160.47,5,5777.54871,5777.55,5000,777.55,0
10000,10000,9500,346.47,5,12029.16101,11427.7,10000,2029.16,0
9600,8900,8900,274.45,5,9740.123795,9740.12,8900,840.12,0
17875,12175,12150,276.96,5,16617.30001,16583.18,12175,4442.3,0
6000,6000,5800,199.8,5,7163.138409,6924.36,6000,1163.14,0
8000,8000,8000,258.1,5,8316.93409,8316.93,8000,316.93,0
13200,13200,13175,409.34,5,14548.02959,14520.48,13200,1348.03,0
5000,5000,5000,99.7,5,5981.389324,5981.39,5000,981.39,0
7500,5550,1878.15,174.74,5,6290.529881,1961.78,5550,740.53,0
24250,24250,24150,848.42,5,27763.57319,27649.08,24250,3513.57,0
4200,4200,4200,130.25,5,4654.582836,4654.58,4200,454.58,0
3100,3100,3100,104.98,5,3611.203647,3611.2,3100,511.2,0
25000,25000,24770.86475,674.93,5,39912.84,39387.13,25000,14912.84,0
11300,11300,11300,364.57,5,13124.35978,13124.36,11300,1824.36,0
12000,12000,12000,370.48,5,13243.09441,13243.09,12000,1243.09,0
10200,6350,6330.952159,195.81,5,7049.208262,7026.88,6350,699.21,0
24000,15125,15125,379.41,5,21100.73723,21100.74,15125,5975.74,0
4000,4000,3989.660803,139.27,4,4762.489581,4748.57,4000,762.49,0
11000,11000,11000,342.12,5,11706.33459,11706.33,11000,706.33,0
5000,5000,4824.63,168.09,5,5919.53993,5708.36,5000,919.54,0
8800,8800,8798.094597,268.4,5,9297.015374,9294.74,8800,497.02,0
3000,3000,2800,102.23,5,3680.122496,3434.78,3000,680.12,0
2000,2000,2000,61,5,2058.982857,2058.98,2000,58.98,0
7800,7800,7675,261.04,5,9397.330164,9246.73,7800,1597.33,0
8000,8000,8000,263.78,5,8295.588439,8295.59,8000,295.59,0
10000,10000,10000,315.63,5,11211.93486,11211.93,10000,1211.93,0
16000,9625,9384.828203,188.51,5,11082.96448,10760.88,9625,1457.96,0
5000,5000,5000,161.34,5,5808.070197,5808.07,5000,808.07,0
4800,4800,4800,146.01,5,5135.835081,5135.84,4800,335.84,0
10000,10000,10000,308.41,5,10984.30794,10984.31,10000,984.31,0
12500,12500,11925,424.61,5,13653.65896,13025.59,12500,1153.66,0
6000,6000,6000,180.96,5,6502.846459,6502.85,6000,502.85,0
16000,16000,13300.39597,537.89,5,19391.06438,15798.81,16000,3364.18,0
12250,12250,12200,381.11,5,13636.03531,13580.38,12250,1386.04,0
22000,22000,21500,670.98,5,24156.46979,23607.46,22000,2156.47,0
20000,20000,16587.90304,713.49,5,25685.24788,20783.66,20000,5685.25,0
12900,12900,12900,434.59,5,15482.69401,15482.69,12900,2582.69,0
7500,7500,0,245.65,4,8585.887078,0,7500,1085.89,0
6000,6000,6000,184.23,5,6513.827445,6513.83,6000,513.83,0
15000,15000,15000,544.17,5,19590.08001,19590.08,15000,4590.08,0
10625,10625,10625,352.86,5,12550.0484,12550.05,10625,1925.05,0
4200,4200,4200,113.37,1,6110.8,6110.8,3554.94,2555.86,0
7000,7000,6950,227.92,5,8097.951801,8040.11,7000,1097.95,0
9600,9600,9600,216.87,5,13004.17001,13004.17,9600,3404.17,0
7500,7500,7500,251.59,5,9057.079999,9057.08,7500,1557.08,0
15250,15250,14995.98036,380.16,5,20492.45604,19996.63,15250,5242.46,0
4000,4000,4000,133.87,5,4790.751879,4790.75,4000,790.75,0
16000,16000,15613.99548,354.79,5,20665.39746,20035.47,16000,4665.4,0
25000,25000,24900,861.63,5,31019.80284,30895.72,25000,6019.8,0
8000,8000,7975,260.36,5,9234.244143,9205.39,8000,1234.24,0
3600,3600,3600,122.15,5,4397.389999,4397.39,3600,797.39,0
7200,7200,7200,228.63,5,8230.399999,8230.4,7200,1030.4,0
5000,5000,4925,167.34,5,6023.863761,5933.51,5000,1023.86,0
4000,4000,3975,136.55,4,4850.931133,4820.61,4000,850.93,0
6250,6250,6250,219.61,5,7905.88,7905.88,6250,1655.88,0
1200,1200,1200,37.79,5,1230.55,1230.55,1200,30.55,0
12000,12000,12000,390.54,5,14059.38825,14059.39,12000,2059.39,0
9600,9600,9600,292.01,5,10512.24609,10512.25,9600,912.25,0
10000,7400,1196.076057,246.57,5,8876.268554,1232.91,7400,1476.27,0
7500,7500,7242.236551,234.61,5,8423.127831,8116.73,7500,923.13,0
3500,3500,3500,111.82,5,4023.028608,4023.03,3500,523.03,0
8675,8675,8625,212.44,5,11648.93431,11581.79,8675,2973.93,0
8000,8000,8000,262.37,5,8353.061011,8353.06,8000,353.06,0
2000,2000,2000,67.27,4,2359.29376,2359.29,2000,359.29,0
12000,12000,10950,375.37,5,13065.57883,11922.34,12000,1065.58,0
7000,7000,7000,225.58,5,8120.660002,8120.66,7000,1120.66,0
25000,25000,25000,575.12,5,31244.46058,31244.46,25000,6244.46,0
25000,17625,17625,584.23,5,21034.00407,21034,17625,3409,0
9500,9500,9400,309.32,5,11136.46676,11019.24,9500,1636.47,0
10000,10000,9433.72,331.48,5,11933.91271,11254.36,10000,1933.92,0
30000,30000,30000,1054.57,5,35280.92973,35280.93,30000,5280.93,0
6000,6000,6000,207.38,5,6774.282302,6774.28,6000,774.28,0
5000,5000,5000,173.85,5,6275.829411,6275.83,5000,1260.83,0
1000,1000,500,30.67,5,1104.056735,552.03,1000,104.06,0
8000,8000,8000,248.89,5,8904.980617,8904.98,8000,904.98,0
9875,9875,9748.564612,307.22,5,10520.78665,10380.07,9875,645.79,0
9000,9000,9000,288.85,5,9799.263242,9799.26,9000,799.26,0
16000,16000,15907.71189,351.81,5,20448.95371,20325.85,16000,4448.95,0
2000,2000,1500,61.89,5,2228.003816,1671,2000,228,0
6000,6000,6000,182.62,5,6453.168646,6453.17,6000,453.17,0
2500,2500,2500,83.77,5,3015.636522,3015.64,2500,515.64,0
3600,3600,3600,115.96,5,4213.666321,4213.67,3600,613.67,0
7000,7000,6975,229.63,5,8131.291513,8102.25,7000,1131.29,0
7000,7000,525,218.55,5,7817.990752,586.35,7000,817.99,0
6000,6000,5975,185.05,5,6308.820225,6282.53,6000,308.82,0
9000,9000,9000,297.69,5,10716.58,10716.58,9000,1716.58,0
10000,10000,10000,353.55,5,12317.22766,12317.23,10000,2317.23,0
24000,24000,23961.14256,885.52,4,30100.70049,30039.06,24000,6100.7,0
5000,5000,5000,152.5,5,5488.85236,5488.85,5000,488.85,0
4000,4000,4000,130.49,5,4697.550571,4697.55,4000,697.55,0
3600,3600,3600,119.08,5,4286.600963,4286.6,3600,686.6,0
15000,15000,15000,354.1,5,19131.4082,19131.41,15000,4131.41,0
5000,5000,5000,110.5,5,6534.43,6534.43,5000,1534.43,0
3000,3000,2550,97.2,5,3498.858899,2974.03,3000,498.86,0
3000,3000,3000,101.59,5,3657.548226,3657.55,3000,657.55,0
10000,10000,9441.794298,305,5,10910.65141,10296.54,10000,910.65,0
18000,18000,1302.46,591.18,4,21312.09,1541.46,18000,3312.09,0
17000,17000,17000,605.17,5,21785.93912,21785.94,17000,4785.94,0
2400,2400,2400,79.53,5,2862.707578,2862.71,2400,462.71,0
2800,2800,2800,91.66,5,2825.74,2825.74,2800,25.74,0
6200,6200,6200,218.96,5,7883.390006,7883.39,6200,1683.39,0
6200,6200,6200,215.63,5,6918.452476,6918.45,6200,718.45,0
12000,12000,12000,397.77,5,14320.09103,14320.09,12000,2320.09,0
17000,10425,10400,316.16,5,11283.53739,11256.48,10425,858.54,0
2000,2000,353.8366572,65.75,5,2366.700747,364.92,2000,366.7,0
5600,5600,5600,185.63,5,6523.507234,6523.51,5600,923.51,0
12000,12000,11404.41585,391.45,5,13452.13572,12697.45,12000,1452.14,0
17000,17000,16742.83913,571.77,5,20584.0758,20254.49,16999.99,3584.08,0
35000,35000,34938.12647,851.51,5,51090.05994,50955.06,35000,16090.06,0
8400,8400,8163.066445,281.12,4,9898.913855,9618,8399.99,1498.92,0
6000,6000,6000,196.41,5,6571.229627,6571.23,6000,571.23,0
9250,9250,9250,289.44,5,10419.64,10419.64,9250,1169.64,0
7200,7200,6641.689865,225.62,5,7821.405063,7213.8,7200,621.41,0
14500,14500,14475,449.65,5,16188.17328,16160.26,14500,1688.17,0
16000,16000,15950,342.88,5,16802.84745,16750.34,16000,802.85,0
6250,6250,6225,212.02,5,7632.545944,7602.02,6250,1382.55,0
15000,9225,8725,281.36,5,10078.07276,9531.84,9225,853.07,0
4050,4050,4050,126,5,4520.310128,4520.31,4050,470.31,0
3000,3000,3000,90.99,5,3263.287213,3263.29,3000,263.29,0
5000,5000,5000,161.34,5,5804.42938,5804.43,4999.99,804.44,0
6000,6000,6000,194.31,5,6994.320302,6994.32,6000,994.32,0
5000,5000,5000,122.45,5,7341.5,7341.5,5000,2341.5,0
1700,1700,1700,59.13,5,2144.489869,2144.49,1700,414.49,0
15000,8200,5322.564033,273.19,5,9834.479592,6152.15,8199.98,1634.5,0
2400,2400,2400,74.65,5,2554.692667,2554.69,2400,154.69,0
5000,5000,4998.098818,151.64,5,5213.247216,5211,5000,213.25,0
17000,17000,10448.11053,524.22,5,17713.67054,10886.42,17000,713.67,0
8000,8000,8000,269.52,5,9413.676249,9413.68,8000,1413.68,0
4000,4000,4000,132.31,5,4783.009025,4783.01,4000,768.01,0
11700,11700,10200,289.34,5,14383.80534,12539.73,11700,2683.81,0
8000,8000,8000,246.14,5,8554.116903,8554.12,8000,554.12,0
5000,5000,250,155.38,5,5593.626092,279.68,5000,593.63,0
4600,4600,4600,115,1,6316.36,6316.36,4045.39,2270.97,0
4000,4000,4000,125.17,5,4461.836959,4461.84,4000,461.84,0
10000,10000,7450,320.95,5,10159.13385,7568.68,10000,159.13,0
7000,7000,7000,167.31,5,9704.557407,9704.56,7000,2704.56,0
25000,25000,24553.32175,864.68,5,31130.02131,30493.67,25000,6130.02,0
7600,7600,7600,264.32,5,9515.299707,9515.3,7600.08,1915.22,0
35000,35000,35000,1095.16,5,39425.71505,39425.72,35000,4425.72,0
1900,1900,1900,59.12,5,2129.134078,2129.13,1900,214.13,0
14400,14400,14400,356.1,5,20445.39917,20445.4,14400,6045.4,0
5000,5000,4900,156.69,5,5128.446339,5025.87,5000,128.45,0
15000,15000,7527.871143,502,4,17550.84993,7782.07,15000,2550.85,0
14400,14400,13400,340.99,5,15599.15939,14515.88,14400,1199.16,0
5000,5000,5000,150.8,5,5443.843709,5443.84,5000,428.84,0
1000,1000,1000,32.98,5,1186.906039,1186.91,1000,186.91,0
13200,13200,13150,318,5,19071.84001,18999.6,13200,5871.84,0
35000,35000,27756.40959,1129.19,5,39575.60302,30255.73,35000,4575.6,0
3500,3500,3500,112.92,5,4049.304687,4049.3,3500,549.3,0
5000,5000,4900,177.51,5,6354.378345,6227.29,5000,1354.38,0
11000,11000,11000,375.15,5,13505.99966,13506,11000,2506,0
13000,13000,12975,321.48,5,18494.34996,18458.78,13000,5494.35,0
10000,10000,9725,324.42,5,11679.9444,11358.75,10000,1679.94,0
3050,3050,3050,98.29,5,3538.28,3538.28,3050,488.28,0
3000,3000,3000,93.34,5,3360.055922,3360.06,3000,360.06,0
10750,10750,10750,264,5,13366.99673,13367,10750,2617,0
9000,9000,8999.159255,215.11,4,12150.76168,12148.97,9000,3150.76,0
10200,10200,10125,342.38,5,12326.38771,12235.75,10200,2126.39,0
14000,14000,14000,347.11,5,19898.40072,19898.4,14000,5898.4,0
11300,11300,11050,366.59,5,12629.94319,12350.51,11300,1329.94,0
2400,2400,2400,57.52,4,3450.53,3450.53,2400,1050.53,0
8000,8000,8000,191.21,5,11428.1,11428.1,8000,3428.1,0
10000,10000,9500,312.82,5,10451.90473,9929.31,10000,451.9,0
1600,1600,1600,52.38,5,1885.441224,1885.44,1600,285.44,0
11000,11000,11000,368.95,5,13114.14866,13114.15,11000,2114.15,0
12000,8750,8225,268.34,5,9172.005785,8621.69,8750,422.01,0
4800,4800,4800,144.77,5,5208.12272,5208.12,4800,408.12,0
20000,20000,20000,625.81,5,22528.97,22528.97,20000,2528.97,0
15000,15000,14997.63424,491.01,5,16617.56801,16614.33,15000,1617.57,0
12000,12000,12000,402.54,5,14324.25835,14324.26,12000,2324.26,0
6200,6200,6200,192.27,5,6921.364897,6921.36,6200,721.36,0
8000,8000,7875,270.17,5,9725.701423,9573.74,8000,1725.7,0
20000,20000,19575,431.37,5,24879.9,24351.2,20000,4879.9,0
12000,12000,12000,404.27,5,14553.70368,14553.7,12000,2553.7,0
10000,10000,9975,329.72,5,11554.41769,11525.53,10000,1554.42,0
6000,6000,6000,206.65,5,6863.169076,6863.17,6000,863.17,0
1600,1600,1600,54.67,5,1968.2251,1968.23,1600,368.23,0
12000,12000,12000,393.5,5,13233.28108,13233.28,12000,1233.28,0
8000,8000,8000,252.89,5,8532.579661,8532.58,8000,532.58,0
24000,15000,14800,315.91,5,18954.47001,18701.74,15000,3954.47,0
3700,3700,3200,115.78,5,4015.68624,3473.03,3700,315.69,0
16000,11150,11150,344.23,5,11773.63727,11773.64,11150,623.64,0
10000,10000,9825,329.72,5,11869.59974,11661.88,10000,1869.6,0
24250,24250,24250,847.54,5,30513.443,30513.44,24250,6263.44,0
10000,10000,9975,225.9,5,12801.02737,12769.02,10000,2801.03,0
25000,25000,25000,663.88,5,33769.95235,33769.95,25000,8769.95,0
5000,5000,640.6084476,163.77,5,5895.488663,655.49,5000,895.49,0
5000,5000,5000,160.47,5,5777.55093,5777.55,5000,777.55,0
7000,7000,6982.026207,218.34,5,7855.852952,7835.06,7000,855.85,0
35000,35000,34950,1180.31,5,42337.46301,42276.98,35000,7337.46,0
5000,5000,675,164.23,5,5912.052998,798.13,5000,912.05,0
10000,10000,9975,312.81,5,11105.42333,11077.66,10000,1105.42,0
15000,15000,13800.69194,527.36,5,18986.21816,17400.76,15000,3986.22,0
16000,16000,15950,399.97,1,21972.7,21904.22,14070.69,7902.01,0
8000,8000,7900,250.25,5,9009.168676,8896.55,8000,1009.17,0
10000,10000,8850,348.87,4,12467.77187,11033.98,10000,2467.77,0
20000,20000,19875,666,4,23209.4526,23064.39,20000,3209.46,0
5000,5000,5000,104.4,5,6204.93,6204.93,5000,1204.93,0
14000,14000,14000,358.49,5,21461.98002,21461.98,14000,7461.98,0
8000,8000,7999.384524,248.82,5,8456.455498,8455.69,8000,456.46,0
9500,9500,9000,289.75,5,10157.64778,9623.04,9500,657.65,0
4800,4800,4800,106.44,5,6385.917986,6385.92,4800,1585.92,0
8400,8400,8400,202.36,5,8957.655507,8957.66,8400,557.66,0
5000,5000,5000,163.11,5,5760.785976,5760.79,5000,760.79,0
3975,3975,2925,138.05,4,4750.027753,3495.3,3975,775.03,0
24000,24000,24000,785.62,5,28209.09158,28209.09,24000,4209.09,0
12000,12000,12000,286.93,5,16672.95506,16672.96,12000,4672.96,0
12000,12000,11950,368.45,5,13263.95464,13208.69,12000,1263.95,0
12000,12000,11750,392.81,5,14141.06584,13846.46,12000,2141.07,0
20000,20000,19950,454.96,5,26187.71,26122.24,20000,6187.71,0
7500,7500,724.0332296,245.65,5,8843.274343,737.48,7500,1343.28,0
4000,4000,4000,121.31,5,4366.480238,4366.48,4000,366.48,0
14000,14000,13750,435.43,5,15319.37064,15045.81,14000,1319.37,0
12000,12000,11775,375.38,5,13514.54698,13261.15,12000,1514.55,0
24000,24000,23950,822.82,5,29593.4312,29531.78,24000,5593.44,0
4900,4900,4900,166.81,5,6005.397216,6005.4,4900,1105.4,0
16000,16000,15950,527.55,5,18918.45554,18859.34,16000,2918.46,0
34000,25550,25250,659.84,5,39387.91008,38925.43,25550,13837.91,0
24000,18600,18600,608.86,5,18771.90773,18771.91,18600,171.91,0
12000,12000,12000,412.82,5,14864.04298,14864.04,12000,2864.04,0
10000,10000,10000,312.91,5,11264.46,11264.46,10000,1264.46,0
4000,4000,4000,82.81,5,4967.897421,4967.9,4000,967.9,0
14400,14400,12967.04714,353.95,5,19390.79144,16622.51,14400,4990.79,0
2000,2000,1900,66.27,5,2367.86407,2249.47,2000,367.86,0
14175,14175,14175,354.35,5,20323.45998,20323.46,14175,6148.46,0
6600,6600,6600,234.95,5,7507.099939,7507.1,6600,907.1,0
20000,20000,19725,503.32,1,27597.55,27217.2,17548,10049.55,0
10000,10000,9969.895635,348.16,5,12342.93126,12305.11,10000,2342.93,0
10000,10000,8314.602945,337.71,5,12146.21045,9919.33,10000,2146.21,0
5000,5000,5000,174.15,5,5759.582234,5759.58,5000,759.58,0
16000,16000,15975,524.73,5,18891.8646,18862.35,16000,2891.86,0
15500,15500,15500,425.19,5,24849.48996,24849.49,15500,9349.49,0
12250,12250,12250,395.22,5,13637.59109,13637.59,12250,1387.59,0
6900,6900,6800,222.26,5,7735.11718,7623.01,6900,835.12,0
6700,6700,6700,179.83,5,10789.62025,10789.62,6700,4089.62,0
16000,16000,14983.83878,538.14,5,19372.68683,18024.97,16000,3372.69,0
5000,5000,5000,156.46,5,5632.206655,5632.21,5000,632.21,0
3600,3600,3600,126.48,5,4553.402384,4553.4,3600,953.4,0
16000,16000,16000,572.6,5,20493.84826,20493.85,16000,4493.85,0
